"tt0000012"|"L'arrivée d'un train à La Ciotat"|7.40|1896|25-JAN-1896|"1 min"|"A train arrives at La Ciotat station."|"France"|"https://m.media-amazon.com/images/M/MV5BZjE2MGVkMTAtMWIwYy00YzQ5LWE2YTAtMTU2NGJmNGNjY2IyXkEyXkFqcGdeQXVyNjMxMzM3NDI@._V1_SX300.jpg"|
"tt0000014"|"L'arroseur arrosé"|7.10|1895|01-JAN-1895|"1 min"|"An impudent child plays a prank on a gardener innocently watering his plants."|"France"|"https://m.media-amazon.com/images/M/MV5BNGNjMDkzNDAtOGI1NS00MGIyLWFkZjgtYWNkYzhlZWYwMmIzXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg"|
"tt0000015"|"Autour d'une cabine"|6.20|1894|15-DEC-1894|"2 min"|"Pre-cinematograph colour animation of a woman and man at the beach."|"France"|"https://m.media-amazon.com/images/M/MV5BMGFjNWM4N2ItM2QyNy00YWRmLTgzMzItMjc0N2RjMjdlODdhXkEyXkFqcGdeQXVyMzQ5MjE2ODI@._V1_SX300.jpg"|
"tt0000016"|"Barque sortant du port"|5.90|1895|01-JAN-1895|"1 min"|"A rowboat with three men is leaving a little harbor. Two of them are rowing the boat, while the third is sitting in the stern. All of them wear hats. They are passing the outer end of a ..."|"France"|"https://m.media-amazon.com/images/M/MV5BOTU5YzI1MWEtMmZmZS00N2U2LThiODktODM1NDQwZTZkNDE1XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg"|
"tt0000017"|"Italienischer Bauerntanz"|4.60|1895|01-NOV-1895|"1 min"|"Two children, Ploetz and Larella, perform an Italian peasant dance."|"Germany"|"https://m.media-amazon.com/images/M/MV5BMmQ5NTVhODgtZTVmZS00ZjhjLWE0YWYtMTk5M2U0ZGFhNjZmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg"|
"tt0000018"|"Das boxende Känguruh"|5.30|1895|01-NOV-1895|"1 min"|"A man and a kangaroo stand up in front of each other with boxing gloves, and simulate a boxing match on a theatre stage."|"Germany"|"https://m.media-amazon.com/images/M/MV5BMGI3NDY2NmUtZmYwNi00OThhLWFhZWUtNmNiMTU3NzJmYmVkXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg"|
"tt0000020"|"The Derby 1895"|5.00|1895|20-NOV-1895|"1 min"|"A stationary camera, looking diagonally across a racetrack toward the infield, records the horses as they race past. Once they are out of view and the race is over, police officers run onto the infield. The crowd moves around."|"United Kingdom"|"https://m.media-amazon.com/images/M/MV5BODBkMmI0NDMtM2Y0Zi00YTU1LWJiODktZTJlYTkxNjA5ZWU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg"|
"tt0000022"|"Les forgerons"|5.10|1895|28-JUN-1896|"1 min"|"Two blacksmiths work while the vapors rise in the air. Later, another man arrives and offers a drink."|"France"|"https://m.media-amazon.com/images/M/MV5BNTU3ZjQ4ZmUtNDlmOC00YWM1LTg0MDUtMTBkOGYwMGYwZjdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg"|
"tt0000023"|"Baignade en mer"|5.70|1895|28-JUN-1896|"1 min"|"Several little boys run along a pier, then jump into the ocean."|"France"|"https://m.media-amazon.com/images/M/MV5BODBiN2QxZjktZmMwZi00NWY3LWI0NjktZmE5MzUwMzIyZDNjXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg"|
"tt0000024"|"Opening of the Kiel Canal"|4.30|1895|19-JUN-1895|"N/A"|"N/A"|"United Kingdom"|"https://m.media-amazon.com/images/M/MV5BNWNhYTg2M2EtYjQ2Ni00ZGEzLTkxNTctZDBkNWZjMDA5YTEzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg"|
"tt0000025"|"The Oxford and Cambridge University Boat Race"|4.20|1895|01-JAN-1895|"N/A"|"Although the content of this film is primitive in the extreme - a shot of the traditional Oxford versus Cambridge University Boat Race, filmed on March 30 1895 - this film is of immense ..."|"UK"|"https://m.media-amazon.com/images/M/MV5BOGFiZjVkYmYtYjkwZC00NWY0LWI0MGItYWYyNzNlMDNlN2Y2XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg"|
"tt0000026"|"Partie d'écarté"|5.70|1896|23-FEB-1896|"1 min"|"Two men play cards, as a third watches and a waiter brings drinks. The third man pours drinks as the waiter laughs."|"France"|"https://m.media-amazon.com/images/M/MV5BNGI0OTA4ODItMTE2My00OTNkLTk2MjYtZTcwZjRkOWVmMWU5XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg"|
"tt0000027"|"Place des Cordeliers à Lyon"|5.60|1895|28-DEC-1895|"1 min"|"A stationary camera looks across the boulevard at a diagonal toward one corner of Lyon's Cordeliers' Square. It's a long shot, with a great deal of depth of focus. We can see the sky and fronts of four buildings, each four or five st"|"France"|"https://m.media-amazon.com/images/M/MV5BYzc4ZTA4NmItMDdkZS00NWZjLWFjYjQtZjMzYjk5YjVhMTdkXkEyXkFqcGdeQXVyODgzNDIwODA@._V1_SX300.jpg"|
"tt0000028"|"La pêche aux poissons rouges"|5.20|1895|28-DEC-1895|"1 min"|"A baby held by his father dips his little hands into a water jug and he can' t catch the goldfish ."|"France"|"https://m.media-amazon.com/images/M/MV5BYTNkN2I5MGUtMWVmOS00OWE5LWE4ZDMtZjE1NjJiODJkNDc5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg"|
"tt0000029"|"Repas de bébé"|6.00|1895|01-JUL-1896|"1 min"|"As part of a maiden public film screening at the Salon Indien, on December 28, in Paris, Auguste Lumière pivots the centre of attention around his baby daughter, as he tries to feed her from a spoon."|"France"|"https://m.media-amazon.com/images/M/MV5BM2Q0ZDhkM2EtODFlOC00NzRiLWJhMmYtMmI0ZWQ0ZTdmMzBmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg"|
"tt0000030"|"Rough Sea at Dover"|5.20|1895|14-JAN-1896|"1 min"|"The sea is quite rough, and at Dover a series of heavy waves pounds against a pier and along the adjacent shoreline. The scene then shifts to a different view of flowing water, and shows a heavy current from a point along a riverbank"|"United Kingdom"|"https://m.media-amazon.com/images/M/MV5BOWFhNTM4MmYtMTBjZi00MWMyLWEyMjYtNjAwODcyM2U2NzM1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg"|
"tt0000031"|"Le saut à la couverture"|5.50|1895|01-JUL-1896|"1 min"|"Outdoors, with a nondescript building in the background, four men stand, each holding the corner of a blanket stretched parallel to the ground. They wear the clothes of laborers. By the back corner on our left stands a uniformed man "|"France"|"https://m.media-amazon.com/images/M/MV5BNmY3YTM2MTQtNWY5MC00MzQxLWJiMDctNWYzYTI5N2Y1OGEzXkEyXkFqcGdeQXVyODgzNDIwODA@._V1_SX300.jpg"|
"tt0000032"|"Die Serpentintänzerin"|5.10|1895|01-NOV-1895|"1 min"|"A young woman dancer with large, flowing robes, swirls round herself quickly, making her light robe flow around her like a butterfly's wings."|"Germany"|"https://m.media-amazon.com/images/M/MV5BYzEzMGUyNjQtNTRjZC00OGY1LThmMTYtM2UwM2Q0ZWM3NzE2XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg"|
"tt0000033"|"La voltige"|5.60|1895|01-JUL-1896|"1 min"|"A man tries to get on a horse , but he climbs to one side and falls from the other, until he manages to stay in balance."|"France"|"https://m.media-amazon.com/images/M/MV5BYTc0OTQ4NzgtZDE3Mi00M2IzLWE0MjMtMjg0MTM1NzU1OGY1XkEyXkFqcGdeQXVyODgzNDIwODA@._V1_SX300.jpg"|
"tt0000034"|"Arrivée d'un train gare de Vincennes"|5.20|1896|01-JAN-1896|"1 min"|"This lost film presumably features a train arriving at Vincennes station."|"France"|"https://m.media-amazon.com/images/M/MV5BMmY0MThkYmItNjE4Yy00MjdmLTlkZmQtY2VlNDljMmE5ZDY4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000035"|"L'arroseur"|5.50|1896|01-JAN-1896|"1 min"|"This lost film presumably features a person watering flowers to comedic effect. This film is believed to have imitated the Louis and Auguste Lumière film "L'arroseur arrose", which survives."|"France"|"https://m.media-amazon.com/images/M/MV5BYWY1Mjc5YjktZWM3NC00NzM4LWI4MjctZGVjYjUyYjA0ZTU4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000036"|"Awakening of Rip"|4.40|1896|01-SEP-1896|"25S min"|"A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle."|"United States"|"https://m.media-amazon.com/images/M/MV5BZWM1OGIxYzYtMzI1ZC00NDZmLWEzNmMtOTc2Y2JjNTQ0NDAyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg"|
"tt0000037"|"Sea Bathing"|4.50|1896|01-JAN-1896|"1 min"|"The film was shown tenth and completed the famous first paid Lumière cinema show of the ten films in Paris in the basement "Grand Cafe" on the Boulevard des Capucines 28 December 1895. ..."|"France"|"https://m.media-amazon.com/images/M/MV5BMzY5MDE4ZGUtMzE2Mi00YWMxLTk3YTctNzY4MTdmNDc5ZWFhXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000038"|"The Ball Game"|4.20|1898|20-MAY-1898|"N/A"|""The Reading's [Pennsylvania] pitcher has just let a Newark [New Jersey] batsman walk to first. Our camera is stationed about twenty feet from the bag, and the satisfied grin of the runner ..."|"USA"|"https://m.media-amazon.com/images/M/MV5BMTU1Y2QxMWMtOGE2Ny00MWE5LWI2YTctOWU2MTQxNThhMzUzXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg"|
"tt0000040"|"Barque sortant du port de Trouville"|4.30|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BZTA1MTFhMTYtMmE3Mi00ZjQzLTkxOGQtNTEzZTk4NDZkOTIzXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000041"|"Snowball Fight"|6.70|1897|07-FEB-1897|"1 min"|"People start a snowball fight on a street in Lyons, France."|"France"|"https://m.media-amazon.com/images/M/MV5BZmNlZGU4MDMtNmQzNS00ZGNlLWEzZjctZTUwNjRhZDc5NDllXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg"|
"tt0000042"|"Bateau-mouche sur la Seine"|4.50|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BYjgwMjI3YzktNGZlNC00NmFlLWE0MzUtOGFjN2I3MmNiMjUzXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000043"|"Batteuse à vapeur"|3.50|1896|01-JAN-1896|"N/A"|"Little is known of this lost film; presumably it featured one or more threshing machines."|"France"|"https://m.media-amazon.com/images/M/MV5BNmY5MmI4MzEtOWUwNS00MzI0LWI2MzAtYjY2YTc3ZGRkNWMwXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000044"|"Le bivouac"|4.40|1896|01-JAN-1896|"1 min"|"This lost film, among the earliest by Georges Méliès, presumably featured the use of a bivouac sack for a soldier encampment."|"France"|"https://m.media-amazon.com/images/M/MV5BZjViODAyMjktNTRkOC00NDk1LTllZWUtOWM4ZjY3ZDBhODNkXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000045"|"Les blanchisseuses"|4.50|1896|01-JAN-1896|"N/A"|"This lost film presumably features women washing clothing."|"France"|"https://m.media-amazon.com/images/M/MV5BNzBjZjI4YjYtNGIyOC00ZDQyLTg0OTctN2U2YmUyMjJiZTQzXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000046"|"Bois de Boulogne"|4.20|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BZWM2N2MzMGMtNzNkNi00OTc2LTg5NDQtNWViNTA2MGIwNmFhXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000047"|"Boulevard des Italiens"|3.60|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BYTU4MDhhNDAtNDNhOS00ZjRiLTk4OTQtOWQwNTkwN2I2MGNlXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000048"|"The Boxing Kangaroo"|4.80|1896|01-JAN-1896|"N/A"|"N/A"|"UK"|"https://m.media-amazon.com/images/M/MV5BYWExYWNmNzQtODQwNS00OTcxLTk4NDMtYjBhNDQ0ZDJjZWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg"|
"tt0000049"|"Boxing Match; or, Glove Contest"|5.30|1896|01-JAN-1896|"N/A"|"Stage boxing match between Sergeant-Instructor Barrett and Sergeant Pope, with a round, interval, and knockout."|"United Kingdom"|"https://m.media-amazon.com/images/M/MV5BNjQ0YzQwYjctMTljYi00MzhmLTliMGUtMTY2NzE3MjgzYzYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg"|
"tt0000050"|"Bébé et fillettes"|4.20|1896|01-JAN-1896|"N/A"|"Little is known about this lost film, which presumably features young baby girls."|"France"|"https://m.media-amazon.com/images/M/MV5BYjBjMDRjYmEtODFiNy00NjJhLTk0ZjktMDQ3NmVkNDRmMzc2XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000051"|"The Bohemian Encampment"|3.70|1896|01-JAN-1896|"N/A"|"Very little is known of this lost film; according to the title it featured a gypsy camp."|"France"|"https://m.media-amazon.com/images/M/MV5BYTE5ZGFjNWMtYzE2NC00ZGMzLTk3N2YtMzJhNjFiMmY1NmU1XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000052"|"Carga de rurales"|4.40|1896|01-JAN-1896|"1 min"|"N/A"|"Mexico"|"https://m.media-amazon.com/images/M/MV5BMzAwYjlhYWEtNjcwOC00MmE4LWE4ZTAtZGVmMjNmOWMwYmYxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg"|
"tt0000054"|"Les chevaux de bois"|5.30|1896|01-JAN-1896|"N/A"|"Very little is known of this lost Georges Melies film, but the title indicates it may have featured children riding a merry-go-round."|"France"|"https://m.media-amazon.com/images/M/MV5BZTdmZTMyMjEtODI3YS00ZWJlLWEwMWItYzFlYTc4OTc5MWZiXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000055"|"Le chiffonnier"|3.70|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BNGYzOWFiZDQtNDllNS00NWZmLTljMjEtNDgxMzJkYzczYzY3XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000057"|"The Czar and His Cortege Going to Versailles"|4.40|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BOGQ2YTdhMjYtZTI5OS00MDljLWE0NDYtMmNjZjNiNjQ3N2I5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000058"|"The Czar's Cortege in the Bois de Boulogne"|4.30|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BNjcwNjY4NDgtODY3Yi00MmQ0LTk4YzktNWJkNTk0ZmEyMDMxXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000059"|"Coronation of a Village Maiden"|3.50|1896|01-JAN-1896|"N/A"|"Little is known about this lost film, which presumably features a coronation of the rosary, or a celebration of the Coronation of the Virgin Mary."|"France"|"https://m.media-amazon.com/images/M/MV5BNjYxYjgxNWYtMWZiOC00YTJlLThhMzItMTVlZDZlZTM4ZDA4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000062"|"Danse serpentine"|6.40|1896|25-NOV-1896|"1 min"|"This lost film is speculated to have featured a serpentine dance, possibly in an imitation of the Edison Studios' "Annabelle" films, except with a different dancer."|"France"|"https://m.media-amazon.com/images/M/MV5BMjdhODcyMDQtOGQzYy00YTk5LTlmMTAtYjE2NjkyYTZlZDc1XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000063"|"Dessinateur express"|3.50|1896|01-JAN-1896|"N/A"|"This lost film featured a talented sketch artist drawing the statesman and historian Adolphe Thiers with stunning rapidity."|"France"|"https://m.media-amazon.com/images/M/MV5BNmQxNzJkNjctNDdhZi00NjliLTg0NTgtMmY4ODkzYmM3NTg4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000064"|"Dessinateur: Chamberlain"|3.20|1896|01-JAN-1896|"N/A"|"This lost film featured a talented sketch artist drawing the statesman and Liberal Unionist Joseph Chamberlain with stunning rapidity."|"France"|"https://m.media-amazon.com/images/M/MV5BYjRiMWQ2ZTItNmY4MS00NzM0LTk1NmUtZTI4ODJmYzQwYjE4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000065"|"Dessinateur: Reine Victoria"|3.40|1896|01-JAN-1896|"N/A"|"This lost film featured a talented sketch artist drawing Her Majesty H. M. Queen Victoria with stunning rapidity."|"France"|"https://m.media-amazon.com/images/M/MV5BMTViMjU5NGUtNDM3Yy00ZGQ3LTk3YTktMWJmYWFmMjVjNTViXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000066"|"Dessinateur: Von Bismark"|3.40|1896|01-JAN-1896|"N/A"|"This lost film featured a talented sketch artist drawing the Prussian statesman Otto Von Bismark with stunning rapidity."|"France"|"https://m.media-amazon.com/images/M/MV5BZGUxMmJiZjEtMDdkNC00MGMzLWI3MTItOTJiYmNhOGM0Mjk5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000067"|"Dix chapeaux en 60 secondes"|5.90|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BZjIwN2UwODctZDY3OC00OGYxLWIxZWQtYmVhMzBjZGFiM2QyXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000068"|"Unloading the Boat"|3.60|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BM2NjNDgwOTgtYTFjYS00ZDljLTgwNDktNjNmNzA3NWVkMzE5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000069"|"Défense d'afficher"|4.80|1896|01-JAN-1896|"1 min"|"Two bill posters argue as an incompetent guard patrols the area."|"France"|"https://m.media-amazon.com/images/M/MV5BMTUxZmQzZjAtODM3NC00YWUyLWE2NmEtODAxODZmOGEzYzQwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg"|
"tt0000070"|"Démolition d'un mur"|6.40|1896|06-MAR-1896|"1 min"|"Auguste Lumière directs four workers in the demolition of an old wall at the Lumière factory. One worker is pressing the wall inwards with a jackscrew, while another is pushing it with a pick. When the wall hits the ground, a cloud o"|"France"|"https://m.media-amazon.com/images/M/MV5BNGViNzJkZWYtYzYxNi00YTU3LTg4MWMtOGJmM2RmMGY2ZTU1XkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_SX300.jpg"|
"tt0000071"|"Automobiles Starting a Race"|3.50|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BMGEwNGFmZmQtYTQxYS00N2M0LWI1MmQtMTg1OGY3ZmQ1NDM0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000072"|"Officers of French Army Leaving Service"|4.20|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BMzY1NDY3YjAtN2U0OS00NTdmLThmYjAtNzgwZGUxMDQzMzU0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000073"|"Sea Breaking on the Rocks"|3.60|1896|01-JAN-1896|"N/A"|"Very little is known about this lost film, but according to the title it possibly featured large waves crashing against jagged, black rocks on a coast."|"France"|"https://m.media-amazon.com/images/M/MV5BYjFjODlhY2MtZWVhMy00NzYwLWFmZWEtYTU0OGViMDRjMmYwXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000074"|"Children Playing on the Beach"|4.60|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BNTYyNzdiYWQtYjNjNi00NmU0LWI5MDktY2NjMjA4NDQyNjk0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000075"|"Escamotage d'une dame au théâtre Robert Houdin"|6.30|1896|01-OCT-1896|"1 min"|"As an elegant maestro of mirage and delusion drapes his beautiful female assistant with a gauzy textile, much to our amazement, the lady vanishes into thin air."|"France"|"https://m.media-amazon.com/images/M/MV5BNGRhNTcxMDMtYTMyMi00ZTIxLThiOWUtMTgwZDA2Njk4YTFjXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg"|
"tt0000076"|"Exit of Rip and the Dwarf"|4.50|1896|01-SEP-1896|"1 min"|"A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle."|"United States"|"https://m.media-amazon.com/images/M/MV5BZGZkYTJhZmQtNTY0NC00OWI2LWIwODUtNTM2ZGQzZmE0ZjgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_SX300.jpg"|
"tt0000077"|"Le fakir, mystère indien"|4.80|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BOGY0ZWRhYWYtYzMxYy00MmUyLTkxNmQtZjZhYWRhNDdlNzQ4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
"tt0000078"|"Feira de Gado na Corujeira"|3.90|1896|01-JAN-1896|"1 min"|"Campinos on horseback drive small herds of cattle through the vast area of the traditional fair, before prospective buyers."|"Portugal"|"https://m.media-amazon.com/images/M/MV5BMDEzMDU1NTMtOWEwYi00MGMxLTkzYzItYzdiYTcwNTdkNzhlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg"|
"tt0000079"|"La gare Saint-Lazare"|4.40|1896|01-JAN-1896|"N/A"|"N/A"|"France"|"https://m.media-amazon.com/images/M/MV5BOTUyYjgzNWYtOGY0OC00N2M5LWE3YTQtMjZlZGM4ZTg5M2I4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg"|
